longCent,latCent,state,county
-86.64564861357204,32.540091483958456,alabama,autauga
-87.72627168213894,30.738314365080637,alabama,baldwin
-85.39732717683913,31.874029893047606,alabama,barbour
-87.12526047131482,32.9990235453737,alabama,bibb
-86.56271140498907,33.99044001178638,alabama,blount
-85.71680362752629,32.10633554059067,alabama,bullock
-86.68434695736579,31.75713941426141,alabama,butler
-85.82956111283843,33.7762450093233,alabama,calhoun
-85.39485310024159,32.916330654358774,alabama,chambers
-85.60421986344159,34.19147067246168,alabama,cherokee
-86.71562395094931,32.851629703197865,alabama,chilton
-88.25953692165042,32.02046848479535,alabama,choctaw
-87.8248296534948,31.673326001075726,alabama,clarke
-85.8517871358204,33.273409688543545,alabama,clay
-85.52610167760622,33.67621938862144,alabama,cleburne
-85.99444057584796,31.398476564036304,alabama,coffee
-87.81097599464974,34.702760471487444,alabama,colbert
-86.9906544314942,31.43577781077928,alabama,conecuh
-86.24544124043194,32.940213624831216,alabama,coosa
-86.45655103541178,31.259731855923352,alabama,covington
-86.31956156592196,31.735909152086098,alabama,crenshaw
-86.86544809609173,34.13824569532662,alabama,cullman
-85.61909408388662,31.430866482642696,alabama,dale
-87.09767508501048,32.32670239773802,alabama,dallas
-85.81226394836419,34.45439484656837,alabama,de kalb
-86.15419328546885,32.59892984761863,alabama,elmore
-87.15746525219984,31.13336493313337,alabama,escambia
-86.03342820050906,34.05272929877964,alabama,etowah
-87.73637609242908,33.72193460795096,alabama,fayette
-87.84558378769705,34.44338254467672,alabama,franklin
-85.84437759920176,31.09992203460827,alabama,geneva
-87.94813998887682,32.865701005449445,alabama,greene
-87.62219762534802,32.76490175987694,alabama,hale
-85.25410569979744,31.515957115527428,alabama,henry
-85.3154302113535,31.15254067514871,alabama,houston
-85.99775089291563,34.776836455914506,alabama,jackson
-86.89025434270494,33.56305784409651,alabama,jefferson
-88.09795652319113,33.78170367656541,alabama,lamar
-87.654204783402,34.9040873260485,alabama,lauderdale
-87.30558825539208,34.52482237089082,alabama,lawrence
-85.35526336385162,32.609917507691804,alabama,lee
-86.9736926817958,34.81222508323118,alabama,limestone
-86.65003577769055,32.1578071491664,alabama,lowndes
-85.69511358528527,32.39385812165742,alabama,macon
-86.54312667901313,34.76518768409062,alabama,madison
-87.77831201880507,32.25123243366241,alabama,marengo
-87.883197836516,34.137917077667865,alabama,marion
-86.30606724056746,34.370296002739565,alabama,marshall
-88.20696476092455,30.81361759495974,alabama,mobile
-87.3640023731747,31.572200149727898,alabama,monroe
-86.20710189577684,32.225379804880895,alabama,montgomery
-86.84793577313998,34.45799994047811,alabama,morgan
-87.28406572586219,32.63755142510451,alabama,perry
-88.08688718096057,33.28043537357324,alabama,pickens
-85.94178756117772,31.805474985160572,alabama,pike
-85.45659919664912,33.29417483812464,alabama,randolph
-85.19410539056102,32.29519985089177,alabama,russell
-86.66510362767886,33.26761124359081,alabama,shelby
-86.31393063867957,33.724465062472404,alabama,st clair
-88.19206322542973,32.58961948310964,alabama,sumter
-86.16311350216391,33.386530699328155,alabama,talladega
-85.80101160394679,32.86843412846986,alabama,tallapoosa
-87.51696087544084,33.29437696660437,alabama,tuscaloosa
-87.2891788824212,33.813290437548595,alabama,walker
-88.20564050473652,31.41319607647088,alabama,washington
-87.29773540314054,31.99307576229252,alabama,wilcox
-87.37003595451264,34.153149216064534,alabama,winston
-109.49114646060318,35.405094895015125,arizona,apache
-109.7629489088432,31.886311549734106,arizona,cochise
-111.76825002129524,35.83392392121722,arizona,coconino
-110.81330765117198,33.799571150847406,arizona,gila
-109.89901839770489,32.93441503408657,arizona,graham
-109.24662064224134,33.208861147155254,arizona,greenlee
-113.98615419507244,33.72975345398175,arizona,la paz
-112.48913886895654,33.352637072952476,arizona,maricopa
-113.75302257231415,35.706477017652425,arizona,mohave
-110.32276341249195,35.39276590780861,arizona,navajo
-111.80016961822518,32.105012959063075,arizona,pima
-111.3518740771333,32.90667664851204,arizona,pinal
-110.86308031354375,31.536005766539198,arizona,santa cruz
-112.5499731849115,34.5979815502372,arizona,yavapai
-113.90785752675235,32.77978161832697,arizona,yuma
-91.37334861896866,34.29669057052361,arkansas,arkansas
-91.77186010197046,33.1864663089106,arkansas,ashley
-92.34346140964243,36.29160460247466,arkansas,baxter
-94.264025994959,36.341677550057206,arkansas,benton
-93.08863784703622,36.309183284617,arkansas,boone
-92.16599707009237,33.464630408067904,arkansas,bradley
-92.51042418187289,33.55396652640409,arkansas,calhoun
-93.54763093681304,36.33781408695414,arkansas,carroll
-91.29630665269804,33.26091752393629,arkansas,chicot
-93.17439488841795,34.05703315972068,arkansas,clark
-90.42501647652733,36.37179615869199,arkansas,clay
-92.04132081108533,35.52982646838679,arkansas,cleburne
-92.18129678601782,33.899579563104844,arkansas,cleveland
-93.22920975565451,33.215488974798745,arkansas,columbia
-92.69835872469058,35.25373434673588,arkansas,conway
-90.64303410279942,35.82915721393133,arkansas,craighead
-94.25175754241751,35.58439719921402,arkansas,crawford
-90.30149903309788,35.2014407310531,arkansas,crittenden
-90.77551080906974,35.28915734452559,arkansas,cross
-92.64901096305995,33.97069263303383,arkansas,dallas
-91.27147342789847,33.83234098217882,arkansas,desha
-91.72331533022482,33.586395155902764,arkansas,drew
-92.33094351752288,35.142242534451135,arkansas,faulkner
-93.89830963375083,35.50546757787634,arkansas,franklin
-91.82490565604742,36.37956836319083,arkansas,fulton
-93.14444412392537,34.576441585321675,arkansas,garland
-92.4253928774294,34.29749042876122,arkansas,grant
-90.55983787593318,36.11619833173223,arkansas,greene
-93.6685350705301,33.73577782928649,arkansas,hempstead
-92.93844669935221,34.32236610578063,arkansas,hot spring
-93.99788331720302,34.09553667893954,arkansas,howard
-91.57857789890267,35.735421507448876,arkansas,independence
-91.92434040157171,36.08622485871499,arkansas,izard
-91.22316384131813,35.59122044507112,arkansas,jackson
-91.9317523534047,34.27586793382754,arkansas,jefferson
-93.47142180796287,35.56323140047379,arkansas,johnson
-93.60666142165304,33.23929762586997,arkansas,lafayette
-91.11791869736298,36.03754261735655,arkansas,lawrence
-90.77401809334977,34.78294893256523,arkansas,lee
-91.72609780824122,33.96344474178759,arkansas,lincoln
-94.24316886603438,33.709430083833716,arkansas,little river
-93.72428697546842,35.21063232568366,arkansas,logan
-91.89113355403076,34.75678213322017,arkansas,lonoke
-93.7308615183217,36.00389701185943,arkansas,madison
-92.68189387001796,36.26366236938251,arkansas,marion
-93.89572103704785,33.31893465011457,arkansas,miller
-90.05540171520849,35.75570531419086,arkansas,mississippi
-91.20856742481882,34.675778119315424,arkansas,monroe
-93.65831855097026,34.547729025117825,arkansas,montgomery
-93.30716939846762,33.66371796859229,arkansas,nevada
-93.22041268873879,35.91123779506931,arkansas,newton
-92.88709995761278,33.597591638536855,arkansas,ouachita
-92.9415163009449,34.942345791225655,arkansas,perry
-90.85023788857329,34.43593202143372,arkansas,phillips
-93.65884171166833,34.171305105574476,arkansas,pike
-90.66737356429844,35.56784270904943,arkansas,poinsett
-94.2378527190756,34.49701429460611,arkansas,polk
-93.03339601725315,35.44081908193141,arkansas,pope
